balloon_id,max_altitude,max_agl,avg_ascent_rate,max_ascent_rate,min_ascent_rate,height_above_surface
0,11.5049713786316,5357.5666491014135,-0.9486864279287344,-0.3108224858765389,-2.6164674291579457,-5346.0616777227815
1,21.751384070689586,3196.358310255819,0.7650699529302589,8.529136530657707,-5.793750714871308,-3174.6069261851294
2,21.54666757239213,3050.314542077969,1.9489738484764276,4.0183958201212695,-0.0396769399771752,-3028.767874505577
3,12.38064838570344,4466.093324739902,-0.7781343731809003,1.725179119482556,-3.749932399329447,-4453.712676354198
4,21.91156486870213,2829.8891286687885,1.7588201056096395,11.23919417986276,-10.590444690451722,-2807.9775638000865
5,21.272254686492253,2816.940951719919,0.4762933671848969,8.787299748572831,-6.24454043201297,-2795.668697033427
6,21.835036579686232,5713.093698524054,1.2345801861644492,13.288097825906329,-10.967096408775856,-5691.258661944368
7,21.481492264948624,5491.726698032849,-1.4819455117395453,5.541396552267491,-10.600213195034936,-5470.2452057679
8,21.937927621914817,-304.0057130510892,0.1626167344380977,8.18315274405232,-13.902177042871111,325.943640673004
9,21.781933307435686,5223.458202838686,1.679050762441646,7.031175814966336,-2.4851490703975294,-5201.67626953125
10,21.999666694295502,3843.621943293608,0.0156671560949719,8.634443171396919,-10.34746391547932,-3821.6222765993125
11,21.94607013228215,5022.304563238865,1.598672789967266,5.544860322975572,-1.684057000191081,-5000.3584931065825
12,18.44293405671908,3625.714941292071,-0.6860157628922875,4.84464177635063,-6.876107941556179,-3607.2720072353522
13,21.874157558738972,4239.106999547969,1.3232930770806282,13.387996943596278,-11.1224825782017,-4217.23284198923
14,21.90619304837995,4327.994300896341,-1.190272455598926,0.7753743989253721,-3.455722972579535,-4306.088107847961
15,19.242593705087835,4502.739175787101,1.3696722926465172,9.715934627831633,-7.227698459768648,-4483.496582082013
16,21.63563221536001,5261.23865955911,-0.2190385624597235,7.027333381289489,-6.510431037784736,-5239.60302734375
17,21.965578237270165,6125.620917112961,0.240766787251347,6.875402833315427,-8.541649897186124,-6103.655338875691
18,21.99223237395461,4940.858655751679,0.9103103721804452,9.178186575553962,-6.360962565344586,-4918.8664233777245
19,21.957979917490924,3590.6194409809223,-1.3322258629646846,3.221597206734219,-5.690417681736909,-3568.6614610634315
20,21.99999700336905,4261.722149101084,-0.161753342427,0.0233579716734055,-0.4586755515192813,-4239.7221520977155
21,7.389586434915292,5496.092508895216,-0.5057161902861549,-0.2748140190400523,-1.2623528470733891,-5488.702922460301
22,21.93176805929608,3281.6349764537067,-0.563446428996424,7.188773724073565,-8.02016885729148,-3259.7032083944105
23,16.81286928596296,4927.705447410963,1.3729903531072316,3.410911215178544,-0.553505996148612,-4910.892578125
24,21.69234224949263,3393.3348149545864,-0.5763997653770236,9.901514141365114,-15.106113127266203,-3371.642472705094
25,21.877067584813435,5375.235817218433,-0.2922450103904159,7.23803863327511,-6.550191146959586,-5353.3587496336195
26,15.962252697456838,5253.552212003235,-1.0613778785650003,-0.5931355360858248,-2.284083847638989,-5237.5899593057775
27,17.47126411233997,3536.00446723734,-0.6139206090679868,4.6396423313447706,-6.377867488381528,-3518.533203125
28,21.98692838688532,5510.757877281999,-1.7585724934526372,10.355236476491047,-10.8666332775347,-5488.770948895113
29,21.9959524815994,3169.4436800070903,-0.013872387359544,11.96551948309434,-8.203322207654383,-3147.447727525491
30,18.098608189206995,4046.308324986082,1.41028942462621,3.833527306185706,-0.8583235073909705,-4028.209716796875
31,21.854227377219143,4833.393289877219,0.3783255924409703,7.596092323750485,-13.93490993902567,-4811.5390625
32,21.61350100041744,4490.291475592299,1.6106475853913225,10.682320727955329,-9.853416310875197,-4468.677974591882
